"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"05.01.2019 11:15 - 05.01.2019 11:30","59584","61497"
"05.01.2019 11:30 - 05.01.2019 11:45","59396","61330"
"05.01.2019 11:45 - 05.01.2019 12:00","58795","60888"
"05.01.2019 12:00 - 05.01.2019 12:15","57743","60707"
"05.01.2019 12:15 - 05.01.2019 12:30","57180","59992"
"05.01.2019 12:30 - 05.01.2019 12:45","57000","59710"
"05.01.2019 12:45 - 05.01.2019 13:00","55983","59589"
"05.01.2019 13:00 - 05.01.2019 13:15","56006","59403"
"05.01.2019 13:15 - 05.01.2019 13:30","55281","58857"
"05.01.2019 13:30 - 05.01.2019 13:45","55204","58344"
"05.01.2019 13:45 - 05.01.2019 14:00","55849","58084"
"05.01.2019 14:00 - 05.01.2019 14:15","56354","58564"
"05.01.2019 14:15 - 05.01.2019 14:30","55326","58445"
"05.01.2019 14:30 - 05.01.2019 14:45","55482","58325"
"05.01.2019 14:45 - 05.01.2019 15:00","55705","58387"
"05.01.2019 15:00 - 05.01.2019 15:15","55855","58569"
"05.01.2019 15:15 - 05.01.2019 15:30","56689","58753"
"05.01.2019 15:30 - 05.01.2019 15:45","57481","59471"
"05.01.2019 15:45 - 05.01.2019 16:00","58006","60587"
"05.01.2019 16:00 - 05.01.2019 16:15","59190","61931"
"05.01.2019 16:15 - 05.01.2019 16:30","59837","62056"
"05.01.2019 16:30 - 05.01.2019 16:45","59937","62097"
"05.01.2019 16:45 - 05.01.2019 17:00","60395","62356"
"05.01.2019 17:00 - 05.01.2019 17:15","60208","62580"
"05.01.2019 17:15 - 05.01.2019 17:30","60440","61674"
"05.01.2019 17:30 - 05.01.2019 17:45","60272","61759"
"05.01.2019 17:45 - 05.01.2019 18:00","59040","61775"
"05.01.2019 18:00 - 05.01.2019 18:15","58710","61407"
"05.01.2019 18:15 - 05.01.2019 18:30","58194","60620"
"05.01.2019 18:30 - 05.01.2019 18:45","57763","59971"
"05.01.2019 18:45 - 05.01.2019 19:00","56244","59401"
"05.01.2019 19:00 - 05.01.2019 19:15","55874","57891"
"05.01.2019 19:15 - 05.01.2019 19:30","54464","56827"
"05.01.2019 19:30 - 05.01.2019 19:45","54067","56286"
"05.01.2019 19:45 - 05.01.2019 20:00","53732","55642"
"05.01.2019 20:00 - 05.01.2019 20:15","52787","54748"
"05.01.2019 20:15 - 05.01.2019 20:30","52401","54326"
"05.01.2019 20:30 - 05.01.2019 20:45","52900","53856"
"05.01.2019 20:45 - 05.01.2019 21:00","52242","53485"
"05.01.2019 21:00 - 05.01.2019 21:15","52761","53783"
"05.01.2019 21:15 - 05.01.2019 21:30","50945","53355"
"05.01.2019 21:30 - 05.01.2019 21:45","51317","52475"
"05.01.2019 21:45 - 05.01.2019 22:00","49876","51915"
"05.01.2019 22:00 - 05.01.2019 22:15","49755","50389"
"05.01.2019 22:15 - 05.01.2019 22:30","48689","49473"
"05.01.2019 22:30 - 05.01.2019 22:45","47207","48907"
"05.01.2019 22:45 - 05.01.2019 23:00","46449","48363"
"05.01.2019 23:00 - 05.01.2019 23:15","46117","47220"
"05.01.2019 23:15 - 05.01.2019 23:30","45861","46337"
"05.01.2019 23:30 - 05.01.2019 23:45","45516","45838"
"05.01.2019 23:45 - 06.01.2019 00:00","45155","45310"
"06.01.2019 00:00 - 06.01.2019 00:15","44744","44593"
"06.01.2019 00:15 - 06.01.2019 00:30","43798","44169"
"06.01.2019 00:30 - 06.01.2019 00:45","44116","44025"
"06.01.2019 00:45 - 06.01.2019 01:00","43635","43637"
"06.01.2019 01:00 - 06.01.2019 01:15","43333","42975"
"06.01.2019 01:15 - 06.01.2019 01:30","42850","42881"
"06.01.2019 01:30 - 06.01.2019 01:45","43271","42556"
"06.01.2019 01:45 - 06.01.2019 02:00","43330","42408"
"06.01.2019 02:00 - 06.01.2019 02:15","42860","42536"
"06.01.2019 02:15 - 06.01.2019 02:30","42980","42675"
"06.01.2019 02:30 - 06.01.2019 02:45","42876","42433"
"06.01.2019 02:45 - 06.01.2019 03:00","42821","42275"
"06.01.2019 03:00 - 06.01.2019 03:15","43241","42271"
"06.01.2019 03:15 - 06.01.2019 03:30","42789","42353"
"06.01.2019 03:30 - 06.01.2019 03:45","43150","42340"
"06.01.2019 03:45 - 06.01.2019 04:00","43188","42344"
"06.01.2019 04:00 - 06.01.2019 04:15","42873","42099"
"06.01.2019 04:15 - 06.01.2019 04:30","42416","41624"
"06.01.2019 04:30 - 06.01.2019 04:45","42513","41475"
"06.01.2019 04:45 - 06.01.2019 05:00","42308","41339"
"06.01.2019 05:00 - 06.01.2019 05:15","41453","41135"
"06.01.2019 05:15 - 06.01.2019 05:30","41894","41164"
"06.01.2019 05:30 - 06.01.2019 05:45","42143","41230"
"06.01.2019 05:45 - 06.01.2019 06:00","42473","41489"
"06.01.2019 06:00 - 06.01.2019 06:15","42663","41849"
"06.01.2019 06:15 - 06.01.2019 06:30","42889","42084"
"06.01.2019 06:30 - 06.01.2019 06:45","44262","42388"
"06.01.2019 06:45 - 06.01.2019 07:00","44987","43165"
"06.01.2019 07:00 - 06.01.2019 07:15","46172","44385"
"06.01.2019 07:15 - 06.01.2019 07:30","46250","44994"
"06.01.2019 07:30 - 06.01.2019 07:45","47052","45626"
"06.01.2019 07:45 - 06.01.2019 08:00","47711","46549"
"06.01.2019 08:00 - 06.01.2019 08:15","48662","47993"
"06.01.2019 08:15 - 06.01.2019 08:30","50639","48990"
"06.01.2019 08:30 - 06.01.2019 08:45","50110","49749"
"06.01.2019 08:45 - 06.01.2019 09:00","50845","50382"
"06.01.2019 09:00 - 06.01.2019 09:15","51153","51339"
"06.01.2019 09:15 - 06.01.2019 09:30","51577","52090"
"06.01.2019 09:30 - 06.01.2019 09:45","51648","52838"
"06.01.2019 09:45 - 06.01.2019 10:00","52452","53433"
"06.01.2019 10:00 - 06.01.2019 10:15","53463","54260"
"06.01.2019 10:15 - 06.01.2019 10:30","53840","54764"
"06.01.2019 10:30 - 06.01.2019 10:45","54666","55348"
"06.01.2019 10:45 - 06.01.2019 11:00","54663","55633"
"06.01.2019 11:00 - 06.01.2019 11:15","53939","55870"
"06.01.2019 11:15 - 06.01.2019 11:30","54048","55676"
"06.01.2019 11:30 - 06.01.2019 11:45","53619","55579"
"06.01.2019 11:45 - 06.01.2019 12:00","53351","55203"
"06.01.2019 12:00 - 06.01.2019 12:15","52893","54748"
"06.01.2019 12:15 - 06.01.2019 12:30","52227","54289"
"06.01.2019 12:30 - 06.01.2019 12:45","52011","54147"
"06.01.2019 12:45 - 06.01.2019 13:00","51530","53910"
"06.01.2019 13:00 - 06.01.2019 13:15","51382","54233"
"06.01.2019 13:15 - 06.01.2019 13:30","50717","54017"
"06.01.2019 13:30 - 06.01.2019 13:45","50666","53747"
"06.01.2019 13:45 - 06.01.2019 14:00","51034","53349"
"06.01.2019 14:00 - 06.01.2019 14:15","51706","52774"
"06.01.2019 14:15 - 06.01.2019 14:30","50855","52855"
"06.01.2019 14:30 - 06.01.2019 14:45","51028","52807"
"06.01.2019 14:45 - 06.01.2019 15:00","50974","52781"
"06.01.2019 15:00 - 06.01.2019 15:15","51956","53040"
"06.01.2019 15:15 - 06.01.2019 15:30","52498","53641"
"06.01.2019 15:30 - 06.01.2019 15:45","53147","54620"
"06.01.2019 15:45 - 06.01.2019 16:00","53633","55834"
"06.01.2019 16:00 - 06.01.2019 16:15","55181","56960"
"06.01.2019 16:15 - 06.01.2019 16:30","55881","57694"
"06.01.2019 16:30 - 06.01.2019 16:45","56101","58083"
"06.01.2019 16:45 - 06.01.2019 17:00","56712","58173"
"06.01.2019 17:00 - 06.01.2019 17:15","56764","58994"
"06.01.2019 17:15 - 06.01.2019 17:30","57001","58987"
"06.01.2019 17:30 - 06.01.2019 17:45","56818","58680"
"06.01.2019 17:45 - 06.01.2019 18:00","55793","58144"
"06.01.2019 18:00 - 06.01.2019 18:15","55766","58155"
"06.01.2019 18:15 - 06.01.2019 18:30","55281","57470"
"06.01.2019 18:30 - 06.01.2019 18:45","54778","57237"
"06.01.2019 18:45 - 06.01.2019 19:00","53436","56576"
"06.01.2019 19:00 - 06.01.2019 19:15","53800","56189"
"06.01.2019 19:15 - 06.01.2019 19:30","52802","55548"
"06.01.2019 19:30 - 06.01.2019 19:45","52264","54568"
"06.01.2019 19:45 - 06.01.2019 20:00","52052","54023"
"06.01.2019 20:00 - 06.01.2019 20:15","51190","53461"
"06.01.2019 20:15 - 06.01.2019 20:30","50965","53214"
"06.01.2019 20:30 - 06.01.2019 20:45","51581","52801"
"06.01.2019 20:45 - 06.01.2019 21:00","51451","52132"
"06.01.2019 21:00 - 06.01.2019 21:15","52062","53029"
"06.01.2019 21:15 - 06.01.2019 21:30","50533","53509"
"06.01.2019 21:30 - 06.01.2019 21:45","50787","52222"
"06.01.2019 21:45 - 06.01.2019 22:00","49556","51387"
"06.01.2019 22:00 - 06.01.2019 22:15","49473","51130"
"06.01.2019 22:15 - 06.01.2019 22:30","48559","50409"
"06.01.2019 22:30 - 06.01.2019 22:45","46906","49662"
"06.01.2019 22:45 - 06.01.2019 23:00","46721","48330"
"06.01.2019 23:00 - 06.01.2019 23:15","45667","47633"
"06.01.2019 23:15 - 06.01.2019 23:30","45336","46930"
"06.01.2019 23:30 - 06.01.2019 23:45","44775","46038"
"06.01.2019 23:45 - 07.01.2019 00:00","44275","45454"
"07.01.2019 00:00 - 07.01.2019 00:15","43943","45382"
"07.01.2019 00:15 - 07.01.2019 00:30","43579","44661"
"07.01.2019 00:30 - 07.01.2019 00:45","43433","44157"
"07.01.2019 00:45 - 07.01.2019 01:00","43310","43979"
"07.01.2019 01:00 - 07.01.2019 01:15","43021","44250"
"07.01.2019 01:15 - 07.01.2019 01:30","42899","43991"
"07.01.2019 01:30 - 07.01.2019 01:45","43164","43725"
"07.01.2019 01:45 - 07.01.2019 02:00","43173","43763"
"07.01.2019 02:00 - 07.01.2019 02:15","43125","44398"
"07.01.2019 02:15 - 07.01.2019 02:30","43072","44531"
"07.01.2019 02:30 - 07.01.2019 02:45","43205","44426"
"07.01.2019 02:45 - 07.01.2019 03:00","43518","44691"
"07.01.2019 03:00 - 07.01.2019 03:15","44275","45806"
"07.01.2019 03:15 - 07.01.2019 03:30","44548","45850"
"07.01.2019 03:30 - 07.01.2019 03:45","44920","46416"
"07.01.2019 03:45 - 07.01.2019 04:00","45461","47180"
"07.01.2019 04:00 - 07.01.2019 04:15","46828","49323"
"07.01.2019 04:15 - 07.01.2019 04:30","47542","49795"
"07.01.2019 04:30 - 07.01.2019 04:45","48749","51027"
"07.01.2019 04:45 - 07.01.2019 05:00","50136","52911"
"07.01.2019 05:00 - 07.01.2019 05:15","52937","56794"
"07.01.2019 05:15 - 07.01.2019 05:30","55148","59294"
"07.01.2019 05:30 - 07.01.2019 05:45","56733","61069"
"07.01.2019 05:45 - 07.01.2019 06:00","58349","62482"
"07.01.2019 06:00 - 07.01.2019 06:15","59919","65122"
"07.01.2019 06:15 - 07.01.2019 06:30","60692","66144"
"07.01.2019 06:30 - 07.01.2019 06:45","61779","67499"
"07.01.2019 06:45 - 07.01.2019 07:00","62677","68256"
"07.01.2019 07:00 - 07.01.2019 07:15","63887","69331"
"07.01.2019 07:15 - 07.01.2019 07:30","63935","69405"
"07.01.2019 07:30 - 07.01.2019 07:45","64076","69720"
"07.01.2019 07:45 - 07.01.2019 08:00","64326","69949"
"07.01.2019 08:00 - 07.01.2019 08:15","64125","69767"
"07.01.2019 08:15 - 07.01.2019 08:30","64430","69828"
"07.01.2019 08:30 - 07.01.2019 08:45","64609","69982"
"07.01.2019 08:45 - 07.01.2019 09:00","64945","70182"
"07.01.2019 09:00 - 07.01.2019 09:15","65179","70669"
"07.01.2019 09:15 - 07.01.2019 09:30","65265","71079"
"07.01.2019 09:30 - 07.01.2019 09:45","65445","71223"
"07.01.2019 09:45 - 07.01.2019 10:00","65845","71546"
"07.01.2019 10:00 - 07.01.2019 10:15","66286","71758"
"07.01.2019 10:15 - 07.01.2019 10:30","66534","72135"
"07.01.2019 10:30 - 07.01.2019 10:45","66968","72243"
"07.01.2019 10:45 - 07.01.2019 11:00","67540","72126"
"07.01.2019 11:00 - 07.01.2019 11:15","66353","71703"
"07.01.2019 11:15 - 07.01.2019 11:30","66524","71583"
"07.01.2019 11:30 - 07.01.2019 11:45","66254","71591"
"07.01.2019 11:45 - 07.01.2019 12:00","66440","71450"
"07.01.2019 12:00 - 07.01.2019 12:15","66350","71623"
"07.01.2019 12:15 - 07.01.2019 12:30","65978","71820"
"07.01.2019 12:30 - 07.01.2019 12:45","65653","71593"
"07.01.2019 12:45 - 07.01.2019 13:00","65296","71074"
"07.01.2019 13:00 - 07.01.2019 13:15","65127","71088"
"07.01.2019 13:15 - 07.01.2019 13:30","64842","71089"
"07.01.2019 13:30 - 07.01.2019 13:45","64919","71190"
"07.01.2019 13:45 - 07.01.2019 14:00","64302","70960"
"07.01.2019 14:00 - 07.01.2019 14:15","63210","70808"
"07.01.2019 14:15 - 07.01.2019 14:30","64865","70541"
"07.01.2019 14:30 - 07.01.2019 14:45","64687","70313"
"07.01.2019 14:45 - 07.01.2019 15:00","64310","70475"
"07.01.2019 15:00 - 07.01.2019 15:15","64658","70217"
"07.01.2019 15:15 - 07.01.2019 15:30","63767","70781"
"07.01.2019 15:30 - 07.01.2019 15:45","61904","71680"
"07.01.2019 15:45 - 07.01.2019 16:00","62412","72529"
"07.01.2019 16:00 - 07.01.2019 16:15","63497","73426"
"07.01.2019 16:15 - 07.01.2019 16:30","63928","73570"
"07.01.2019 16:30 - 07.01.2019 16:45","64181","73626"
"07.01.2019 16:45 - 07.01.2019 17:00","64501","74027"
"07.01.2019 17:00 - 07.01.2019 17:15","64085","73739"
"07.01.2019 17:15 - 07.01.2019 17:30","64005","73250"
"07.01.2019 17:30 - 07.01.2019 17:45","64203","72731"
"07.01.2019 17:45 - 07.01.2019 18:00","63940","72266"
"07.01.2019 18:00 - 07.01.2019 18:15","63475","71580"
"07.01.2019 18:15 - 07.01.2019 18:30","63008","70773"
"07.01.2019 18:30 - 07.01.2019 18:45","62760","70099"
"07.01.2019 18:45 - 07.01.2019 19:00","62029","69784"
"07.01.2019 19:00 - 07.01.2019 19:15","61597","68877"
"07.01.2019 19:15 - 07.01.2019 19:30","60564","67857"
"07.01.2019 19:30 - 07.01.2019 19:45","60099","66956"
"07.01.2019 19:45 - 07.01.2019 20:00","59562","66038"
"07.01.2019 20:00 - 07.01.2019 20:15","59040","65538"
"07.01.2019 20:15 - 07.01.2019 20:30","58459","64961"
"07.01.2019 20:30 - 07.01.2019 20:45","58485","64186"
"07.01.2019 20:45 - 07.01.2019 21:00","57459","63222"
"07.01.2019 21:00 - 07.01.2019 21:15","57165","63153"
"07.01.2019 21:15 - 07.01.2019 21:30","56147","62333"
"07.01.2019 21:30 - 07.01.2019 21:45","55620","61137"
"07.01.2019 21:45 - 07.01.2019 22:00","54325","60011"
"07.01.2019 22:00 - 07.01.2019 22:15","53143","59035"
"07.01.2019 22:15 - 07.01.2019 22:30","52207","58340"
"07.01.2019 22:30 - 07.01.2019 22:45","51074","57507"
"07.01.2019 22:45 - 07.01.2019 23:00","50366","56829"
"07.01.2019 23:00 - 07.01.2019 23:15","52151","54924"
"07.01.2019 23:15 - 07.01.2019 23:30","52317","54368"
"07.01.2019 23:30 - 07.01.2019 23:45","51892","53953"
"07.01.2019 23:45 - 08.01.2019 00:00","51272","53520"
"08.01.2019 00:00 - 08.01.2019 00:15","50681","52782"
"08.01.2019 00:15 - 08.01.2019 00:30","50248","52446"
"08.01.2019 00:30 - 08.01.2019 00:45","50048","52041"
"08.01.2019 00:45 - 08.01.2019 01:00","49909","51496"
"08.01.2019 01:00 - 08.01.2019 01:15","49587","51553"
"08.01.2019 01:15 - 08.01.2019 01:30","49433","51518"
"08.01.2019 01:30 - 08.01.2019 01:45","49698","51606"
"08.01.2019 01:45 - 08.01.2019 02:00","49810","51639"
"08.01.2019 02:00 - 08.01.2019 02:15","49811","51781"
"08.01.2019 02:15 - 08.01.2019 02:30","49836","51924"
"08.01.2019 02:30 - 08.01.2019 02:45","49986","52197"
"08.01.2019 02:45 - 08.01.2019 03:00","49964","52749"
"08.01.2019 03:00 - 08.01.2019 03:15","50413","53145"
"08.01.2019 03:15 - 08.01.2019 03:30","50781","53496"
"08.01.2019 03:30 - 08.01.2019 03:45","51107","54050"
"08.01.2019 03:45 - 08.01.2019 04:00","51553","54645"
"08.01.2019 04:00 - 08.01.2019 04:15","52601","55438"
"08.01.2019 04:15 - 08.01.2019 04:30","53009","56050"
"08.01.2019 04:30 - 08.01.2019 04:45","54045","57317"
"08.01.2019 04:45 - 08.01.2019 05:00","55083","58716"
"08.01.2019 05:00 - 08.01.2019 05:15","57441","61859"
"08.01.2019 05:15 - 08.01.2019 05:30","59713","63901"
"08.01.2019 05:30 - 08.01.2019 05:45","61161","65475"
"08.01.2019 05:45 - 08.01.2019 06:00","62586","67066"
"08.01.2019 06:00 - 08.01.2019 06:15","64282","69093"
"08.01.2019 06:15 - 08.01.2019 06:30","64964","70384"
"08.01.2019 06:30 - 08.01.2019 06:45","66096","71467"
"08.01.2019 06:45 - 08.01.2019 07:00","66889","72251"
"08.01.2019 07:00 - 08.01.2019 07:15","67867","73231"
"08.01.2019 07:15 - 08.01.2019 07:30","67831","73480"
"08.01.2019 07:30 - 08.01.2019 07:45","67884","73461"
"08.01.2019 07:45 - 08.01.2019 08:00","68074","72989"
"08.01.2019 08:00 - 08.01.2019 08:15","67766","73555"
"08.01.2019 08:15 - 08.01.2019 08:30","68086","73849"
"08.01.2019 08:30 - 08.01.2019 08:45","68101","73276"
"08.01.2019 08:45 - 08.01.2019 09:00","68536","73412"
"08.01.2019 09:00 - 08.01.2019 09:15","68565","74175"
"08.01.2019 09:15 - 08.01.2019 09:30","68609","73443"
"08.01.2019 09:30 - 08.01.2019 09:45","68708","73725"
"08.01.2019 09:45 - 08.01.2019 10:00","68852","73688"
"08.01.2019 10:00 - 08.01.2019 10:15","69260","74425"
"08.01.2019 10:15 - 08.01.2019 10:30","69389","74465"
"08.01.2019 10:30 - 08.01.2019 10:45","69731","74102"
"08.01.2019 10:45 - 08.01.2019 11:00","69439","73979"
"08.01.2019 11:00 - 08.01.2019 11:15","68853","74565"
"08.01.2019 11:15 - 08.01.2019 11:30","69025","74634"
"08.01.2019 11:30 - 08.01.2019 11:45","68837","74598"
"08.01.2019 11:45 - 08.01.2019 12:00","69071","74018"
"08.01.2019 12:00 - 08.01.2019 12:15","68878","74438"
"08.01.2019 12:15 - 08.01.2019 12:30","68479","74242"
"08.01.2019 12:30 - 08.01.2019 12:45","68343","74043"
"08.01.2019 12:45 - 08.01.2019 13:00","67819","73855"
"08.01.2019 13:00 - 08.01.2019 13:15","67700","73474"
"08.01.2019 13:15 - 08.01.2019 13:30","67381","73168"
"08.01.2019 13:30 - 08.01.2019 13:45","67558","72950"
"08.01.2019 13:45 - 08.01.2019 14:00","67424","72814"
"08.01.2019 14:00 - 08.01.2019 14:15","67294","73138"
"08.01.2019 14:15 - 08.01.2019 14:30","67498","72885"
"08.01.2019 14:30 - 08.01.2019 14:45","67375","72822"
"08.01.2019 14:45 - 08.01.2019 15:00","67341","72290"
"08.01.2019 15:00 - 08.01.2019 15:15","67573","73108"
"08.01.2019 15:15 - 08.01.2019 15:30","67621","73463"
"08.01.2019 15:30 - 08.01.2019 15:45","67800","74107"
"08.01.2019 15:45 - 08.01.2019 16:00","69213","74142"
"08.01.2019 16:00 - 08.01.2019 16:15","69762","75324"
"08.01.2019 16:15 - 08.01.2019 16:30","70344","75631"
"08.01.2019 16:30 - 08.01.2019 16:45","70402","75124"
"08.01.2019 16:45 - 08.01.2019 17:00","70806","75081"
"08.01.2019 17:00 - 08.01.2019 17:15","70356","75272"
"08.01.2019 17:15 - 08.01.2019 17:30","70305","75271"
"08.01.2019 17:30 - 08.01.2019 17:45","70274","75053"
"08.01.2019 17:45 - 08.01.2019 18:00","69783","74708"
"08.01.2019 18:00 - 08.01.2019 18:15","69188","74242"
"08.01.2019 18:15 - 08.01.2019 18:30","68576","73583"
"08.01.2019 18:30 - 08.01.2019 18:45","68017","73267"
"08.01.2019 18:45 - 08.01.2019 19:00","67032","72779"
"08.01.2019 19:00 - 08.01.2019 19:15","66163","71636"
"08.01.2019 19:15 - 08.01.2019 19:30","64639","70380"
"08.01.2019 19:30 - 08.01.2019 19:45","63881","69252"
"08.01.2019 19:45 - 08.01.2019 20:00","63071","67874"
"08.01.2019 20:00 - 08.01.2019 20:15","62033","67249"
"08.01.2019 20:15 - 08.01.2019 20:30","61290","66667"
"08.01.2019 20:30 - 08.01.2019 20:45","60937","65814"
"08.01.2019 20:45 - 08.01.2019 21:00","60383","65022"
"08.01.2019 21:00 - 08.01.2019 21:15","60284","64233"
"08.01.2019 21:15 - 08.01.2019 21:30","59325","63254"
"08.01.2019 21:30 - 08.01.2019 21:45","58700","62210"
"08.01.2019 21:45 - 08.01.2019 22:00","57255","61277"
"08.01.2019 22:00 - 08.01.2019 22:15","56195","60626"
"08.01.2019 22:15 - 08.01.2019 22:30","55091","59774"
"08.01.2019 22:30 - 08.01.2019 22:45","53894","59076"
"08.01.2019 22:45 - 08.01.2019 23:00","53086","58093"
"08.01.2019 23:00 - 08.01.2019 23:15","53206","56024"
"08.01.2019 23:15 - 08.01.2019 23:30","52806","55204"
"08.01.2019 23:30 - 08.01.2019 23:45","52150","54722"
"08.01.2019 23:45 - 09.01.2019 00:00","51642","54195"
"09.01.2019 00:00 - 09.01.2019 00:15","51149","53965"
"09.01.2019 00:15 - 09.01.2019 00:30","50455","53760"
"09.01.2019 00:30 - 09.01.2019 00:45","50583","53456"
"09.01.2019 00:45 - 09.01.2019 01:00","50254","52515"
"09.01.2019 01:00 - 09.01.2019 01:15","49899","52442"
"09.01.2019 01:15 - 09.01.2019 01:30","49680","52908"
"09.01.2019 01:30 - 09.01.2019 01:45","50058","52811"
"09.01.2019 01:45 - 09.01.2019 02:00","50129","52881"
"09.01.2019 02:00 - 09.01.2019 02:15","50017","53140"
"09.01.2019 02:15 - 09.01.2019 02:30","50092","53101"
"09.01.2019 02:30 - 09.01.2019 02:45","50204","53471"
"09.01.2019 02:45 - 09.01.2019 03:00","50276","53872"
"09.01.2019 03:00 - 09.01.2019 03:15","50986","54032"
"09.01.2019 03:15 - 09.01.2019 03:30","51054","54768"
"09.01.2019 03:30 - 09.01.2019 03:45","51447","55265"
"09.01.2019 03:45 - 09.01.2019 04:00","51837","55628"
"09.01.2019 04:00 - 09.01.2019 04:15","52773","56532"
"09.01.2019 04:15 - 09.01.2019 04:30","53190","57043"
"09.01.2019 04:30 - 09.01.2019 04:45","54317","58277"
"09.01.2019 04:45 - 09.01.2019 05:00","55612","59356"
"09.01.2019 05:00 - 09.01.2019 05:15","57391","61622"
"09.01.2019 05:15 - 09.01.2019 05:30","59638","64111"
"09.01.2019 05:30 - 09.01.2019 05:45","61111","65944"
"09.01.2019 05:45 - 09.01.2019 06:00","62575","67711"
"09.01.2019 06:00 - 09.01.2019 06:15","64074","69391"
"09.01.2019 06:15 - 09.01.2019 06:30","63893","70460"
"09.01.2019 06:30 - 09.01.2019 06:45","64824","71405"
"09.01.2019 06:45 - 09.01.2019 07:00","65776","72225"
"09.01.2019 07:00 - 09.01.2019 07:15","66815","73529"
"09.01.2019 07:15 - 09.01.2019 07:30","66609","73955"
"09.01.2019 07:30 - 09.01.2019 07:45","67007","73650"
"09.01.2019 07:45 - 09.01.2019 08:00","67256","73754"
"09.01.2019 08:00 - 09.01.2019 08:15","67126","73433"
"09.01.2019 08:15 - 09.01.2019 08:30","67976","73845"
"09.01.2019 08:30 - 09.01.2019 08:45","67725","74174"
"09.01.2019 08:45 - 09.01.2019 09:00","68342","74726"
"09.01.2019 09:00 - 09.01.2019 09:15","68191","75153"
"09.01.2019 09:15 - 09.01.2019 09:30","68085","75161"
"09.01.2019 09:30 - 09.01.2019 09:45","68205","75333"
"09.01.2019 09:45 - 09.01.2019 10:00","68486","75842"
"09.01.2019 10:00 - 09.01.2019 10:15","68843","76421"
"09.01.2019 10:15 - 09.01.2019 10:30","69169","76468"
"09.01.2019 10:30 - 09.01.2019 10:45","69264","76779"
"09.01.2019 10:45 - 09.01.2019 11:00","68959","76598"
"09.01.2019 11:00 - 09.01.2019 11:15","68628","75761"
"09.01.2019 11:15 - 09.01.2019 11:30","68874","75469"
"09.01.2019 11:30 - 09.01.2019 11:45","68774","75370"
"09.01.2019 11:45 - 09.01.2019 12:00","69030","75524"
"09.01.2019 12:00 - 09.01.2019 12:15","69001","76089"
"09.01.2019 12:15 - 09.01.2019 12:30","68647","75920"
"09.01.2019 12:30 - 09.01.2019 12:45","68393","75513"
"09.01.2019 12:45 - 09.01.2019 13:00","67990","75095"
"09.01.2019 13:00 - 09.01.2019 13:15","68032","75142"
"09.01.2019 13:15 - 09.01.2019 13:30","67538","75153"
"09.01.2019 13:30 - 09.01.2019 13:45","67584","74893"
"09.01.2019 13:45 - 09.01.2019 14:00","67568","74740"
"09.01.2019 14:00 - 09.01.2019 14:15","67627","74555"
"09.01.2019 14:15 - 09.01.2019 14:30","67752","73986"
"09.01.2019 14:30 - 09.01.2019 14:45","67553","73918"
"09.01.2019 14:45 - 09.01.2019 15:00","67631","73684"
"09.01.2019 15:00 - 09.01.2019 15:15","67761","73517"
"09.01.2019 15:15 - 09.01.2019 15:30","68097","73707"
"09.01.2019 15:30 - 09.01.2019 15:45","68420","74147"
"09.01.2019 15:45 - 09.01.2019 16:00","69555","75075"
"09.01.2019 16:00 - 09.01.2019 16:15","70187","75707"
