"MTU (UTC)","Generation - Solar  [MW] Day Ahead/ BZN|FR","Generation - Solar  [MW] Intraday / BZN|FR","Generation - Solar  [MW] Current / BZN|FR","Generation - Wind Offshore  [MW] Day Ahead/ BZN|FR","Generation - Wind Offshore  [MW] Intraday / BZN|FR","Generation - Wind Offshore  [MW] Current / BZN|FR","Generation - Wind Onshore  [MW] Day Ahead/ BZN|FR","Generation - Wind Onshore  [MW] Intraday / BZN|FR","Generation - Wind Onshore  [MW] Current / BZN|FR"
"14.09.2020 12:00 - 14.09.2020 13:00","6381","6425","6459","n/e","n/e","n/e","1708","1627","1429"
"14.09.2020 13:00 - 14.09.2020 14:00","6077","6095","6171","n/e","n/e","n/e","1662","1647","1461"
"14.09.2020 14:00 - 14.09.2020 15:00","5300","5374","5410","n/e","n/e","n/e","1617","1673","1498"
"14.09.2020 15:00 - 14.09.2020 16:00","4088","4147","4176","n/e","n/e","n/e","1570","1701","1536"
"14.09.2020 16:00 - 14.09.2020 17:00","2439","2469","2474","n/e","n/e","n/e","1543","1586","1441"
"14.09.2020 17:00 - 14.09.2020 18:00","767","766","776","n/e","n/e","n/e","1515","1473","1346"
"14.09.2020 18:00 - 14.09.2020 19:00","12","12","12","n/e","n/e","n/e","1488","1360","1253"
"14.09.2020 19:00 - 14.09.2020 20:00","0","0","0","n/e","n/e","n/e","1940","1606","1507"
"14.09.2020 20:00 - 14.09.2020 21:00","0","0","0","n/e","n/e","n/e","2391","1854","1763"
"14.09.2020 21:00 - 14.09.2020 22:00","0","0","0","n/e","n/e","n/e","2843","2103","2020"
"14.09.2020 22:00 - 14.09.2020 23:00","0","N/A","0","n/e","n/e","n/e","2427","N/A","2321"
"14.09.2020 23:00 - 15.09.2020 00:00","0","N/A","0","n/e","n/e","n/e","2648","N/A","2604"
"15.09.2020 00:00 - 15.09.2020 01:00","0","N/A","0","n/e","n/e","n/e","2872","N/A","2887"
"15.09.2020 01:00 - 15.09.2020 02:00","0","N/A","0","n/e","n/e","n/e","2915","N/A","3011"
"15.09.2020 02:00 - 15.09.2020 03:00","0","N/A","0","n/e","n/e","n/e","2958","N/A","3135"
"15.09.2020 03:00 - 15.09.2020 04:00","0","N/A","0","n/e","n/e","n/e","3000","N/A","3260"
"15.09.2020 04:00 - 15.09.2020 05:00","0","N/A","0","n/e","n/e","n/e","2883","N/A","3074"
"15.09.2020 05:00 - 15.09.2020 06:00","0","0","0","n/e","n/e","n/e","2766","2838","2838"
"15.09.2020 06:00 - 15.09.2020 07:00","109","112","112","n/e","n/e","n/e","2649","2760","2760"
"15.09.2020 07:00 - 15.09.2020 08:00","1167","1200","1200","n/e","n/e","n/e","2241","2298","2298"
"15.09.2020 08:00 - 15.09.2020 09:00","2764","2887","2864","n/e","n/e","n/e","1833","1835","1516"
"15.09.2020 09:00 - 15.09.2020 10:00","4251","4387","4324","n/e","n/e","n/e","1425","1378","1078"
"15.09.2020 10:00 - 15.09.2020 11:00","5324","5371","5280","n/e","n/e","n/e","1236","1142","896"
"15.09.2020 11:00 - 15.09.2020 12:00","5876","6010","5904","n/e","n/e","n/e","1047","908","718"
"15.09.2020 12:00 - 15.09.2020 13:00","6091","6078","6028","n/e","n/e","n/e","858","680","553"
"15.09.2020 13:00 - 15.09.2020 14:00","5840","5745","5691","n/e","n/e","n/e","849","671","564"
"15.09.2020 14:00 - 15.09.2020 15:00","5054","4983","4961","n/e","n/e","n/e","840","667","589"
"15.09.2020 15:00 - 15.09.2020 16:00","3853","3736","3826","n/e","n/e","n/e","830","666","620"
"15.09.2020 16:00 - 15.09.2020 17:00","2248","2149","2217","n/e","n/e","n/e","852","762","691"
"15.09.2020 17:00 - 15.09.2020 18:00","679","640","678","n/e","n/e","n/e","876","862","769"
"15.09.2020 18:00 - 15.09.2020 19:00","7","6","8","n/e","n/e","n/e","900","963","850"
"15.09.2020 19:00 - 15.09.2020 20:00","0","0","0","n/e","n/e","n/e","1067","1156","997"
"15.09.2020 20:00 - 15.09.2020 21:00","0","0","0","n/e","n/e","n/e","1234","1354","1149"
"15.09.2020 21:00 - 15.09.2020 22:00","0","0","0","n/e","n/e","n/e","1402","1554","1304"
"15.09.2020 22:00 - 15.09.2020 23:00","0","N/A","0","n/e","n/e","n/e","1007","N/A","1060"
"15.09.2020 23:00 - 16.09.2020 00:00","0","N/A","0","n/e","n/e","n/e","1025","N/A","1009"
"16.09.2020 00:00 - 16.09.2020 01:00","0","N/A","0","n/e","n/e","n/e","1043","N/A","959"
"16.09.2020 01:00 - 16.09.2020 02:00","0","N/A","0","n/e","n/e","n/e","981","N/A","946"
"16.09.2020 02:00 - 16.09.2020 03:00","0","N/A","0","n/e","n/e","n/e","919","N/A","933"
"16.09.2020 03:00 - 16.09.2020 04:00","0","N/A","0","n/e","n/e","n/e","857","N/A","920"
"16.09.2020 04:00 - 16.09.2020 05:00","0","N/A","0","n/e","n/e","n/e","864","N/A","949"
"16.09.2020 05:00 - 16.09.2020 06:00","0","0","0","n/e","n/e","n/e","871","859","859"
"16.09.2020 06:00 - 16.09.2020 07:00","96","98","98","n/e","n/e","n/e","877","816","816"
"16.09.2020 07:00 - 16.09.2020 08:00","1177","1195","1195","n/e","n/e","n/e","793","743","743"
"16.09.2020 08:00 - 16.09.2020 09:00","2934","3000","3063","n/e","n/e","n/e","709","673","716"
"16.09.2020 09:00 - 16.09.2020 10:00","4451","4540","4589","n/e","n/e","n/e","625","606","651"
"16.09.2020 10:00 - 16.09.2020 11:00","5573","5562","5596","n/e","n/e","n/e","746","703","782"
"16.09.2020 11:00 - 16.09.2020 12:00","6162","6077","6116","n/e","n/e","n/e","867","803","921"
"16.09.2020 12:00 - 16.09.2020 13:00","6243","6048","6143","n/e","n/e","n/e","989","904","1066"
"16.09.2020 13:00 - 16.09.2020 14:00","5978","5756","5814","n/e","n/e","n/e","1330","1208","1360"
"16.09.2020 14:00 - 16.09.2020 15:00","5217","5042","4983","n/e","n/e","n/e","1671","1513","1659"
"16.09.2020 15:00 - 16.09.2020 16:00","4008","3870","3862","n/e","n/e","n/e","2013","1819","1958"
"16.09.2020 16:00 - 16.09.2020 17:00","2354","2274","2291","n/e","n/e","n/e","2634","2227","2201"
"16.09.2020 17:00 - 16.09.2020 18:00","697","688","695","n/e","n/e","n/e","3255","2636","2447"
"16.09.2020 18:00 - 16.09.2020 19:00","5","5","5","n/e","n/e","n/e","3878","3044","2694"
"16.09.2020 19:00 - 16.09.2020 20:00","0","0","0","n/e","n/e","n/e","4139","3399","3065"
"16.09.2020 20:00 - 16.09.2020 21:00","0","0","0","n/e","n/e","n/e","4402","3754","3437"
"16.09.2020 21:00 - 16.09.2020 22:00","0","0","0","n/e","n/e","n/e","4664","4109","3809"
"16.09.2020 22:00 - 16.09.2020 23:00","0","N/A","0","n/e","n/e","n/e","4333","N/A","4790"
"16.09.2020 23:00 - 17.09.2020 00:00","0","N/A","0","n/e","n/e","n/e","4544","N/A","4877"
"17.09.2020 00:00 - 17.09.2020 01:00","0","N/A","0","n/e","n/e","n/e","4754","N/A","4969"
"17.09.2020 01:00 - 17.09.2020 02:00","0","N/A","0","n/e","n/e","n/e","4745","N/A","4937"
"17.09.2020 02:00 - 17.09.2020 03:00","0","N/A","0","n/e","n/e","n/e","4737","N/A","4906"
"17.09.2020 03:00 - 17.09.2020 04:00","0","N/A","0","n/e","n/e","n/e","4729","N/A","4877"
"17.09.2020 04:00 - 17.09.2020 05:00","0","N/A","0","n/e","n/e","n/e","4712","N/A","4782"
"17.09.2020 05:00 - 17.09.2020 06:00","0","0","0","n/e","n/e","n/e","4694","5204","5204"
"17.09.2020 06:00 - 17.09.2020 07:00","86","86","86","n/e","n/e","n/e","4676","4981","4981"
"17.09.2020 07:00 - 17.09.2020 08:00","1200","1198","1198","n/e","n/e","n/e","4389","4679","4679"
"17.09.2020 08:00 - 17.09.2020 09:00","3066","3046","3145","n/e","n/e","n/e","4101","4393","4524"
"17.09.2020 09:00 - 17.09.2020 10:00","4677","4640","4718","n/e","n/e","n/e","3814","4117","4097"
"17.09.2020 10:00 - 17.09.2020 11:00","5698","5695","5742","n/e","n/e","n/e","3849","4122","4110"
"17.09.2020 11:00 - 17.09.2020 12:00","6231","6243","6259","n/e","n/e","n/e","3883","4137","4140"
"17.09.2020 12:00 - 17.09.2020 13:00","6296","6333","6329","n/e","n/e","n/e","3918","4156","4180"
"17.09.2020 13:00 - 17.09.2020 14:00","5980","6013","6012","n/e","n/e","n/e","4102","4313","4331"
"17.09.2020 14:00 - 17.09.2020 15:00","5202","5304","5248","n/e","n/e","n/e","4287","4477","4488"
"17.09.2020 15:00 - 17.09.2020 16:00","3977","4041","4002","n/e","n/e","n/e","4472","4642","4648"
"17.09.2020 16:00 - 17.09.2020 17:00","2308","2348","2332","n/e","n/e","n/e","4801","4996","5037"
"17.09.2020 17:00 - 17.09.2020 18:00","675","678","675","n/e","n/e","n/e","5129","5350","5431"
"17.09.2020 18:00 - 17.09.2020 19:00","2","3","3","n/e","n/e","n/e","5458","5705","5828"
"17.09.2020 19:00 - 17.09.2020 20:00","0","0","0","n/e","n/e","n/e","5510","5813","5982"
"17.09.2020 20:00 - 17.09.2020 21:00","0","0","0","n/e","n/e","n/e","5562","5921","6138"
"17.09.2020 21:00 - 17.09.2020 22:00","0","0","0","n/e","n/e","n/e","5614","6029","6295"
"17.09.2020 22:00 - 17.09.2020 23:00","0","N/A","0","n/e","n/e","n/e","5778","N/A","6081"
"17.09.2020 23:00 - 18.09.2020 00:00","0","N/A","0","n/e","n/e","n/e","5465","N/A","5711"
"18.09.2020 00:00 - 18.09.2020 01:00","0","N/A","0","n/e","n/e","n/e","5153","N/A","5341"
"18.09.2020 01:00 - 18.09.2020 02:00","0","N/A","0","n/e","n/e","n/e","4967","N/A","5083"
"18.09.2020 02:00 - 18.09.2020 03:00","0","N/A","0","n/e","n/e","n/e","4781","N/A","4823"
"18.09.2020 03:00 - 18.09.2020 04:00","0","N/A","0","n/e","n/e","n/e","4595","N/A","4563"
"18.09.2020 04:00 - 18.09.2020 05:00","0","N/A","0","n/e","n/e","n/e","4604","N/A","4631"
"18.09.2020 05:00 - 18.09.2020 06:00","0","0","0","n/e","n/e","n/e","4613","5213","5213"
"18.09.2020 06:00 - 18.09.2020 07:00","71","72","72","n/e","n/e","n/e","4621","5120","5120"
"18.09.2020 07:00 - 18.09.2020 08:00","1079","1071","1071","n/e","n/e","n/e","4354","4790","4790"
"18.09.2020 08:00 - 18.09.2020 09:00","2774","2700","2670","n/e","n/e","n/e","4087","4485","4841"
"18.09.2020 09:00 - 18.09.2020 10:00","4213","4078","4046","n/e","n/e","n/e","3822","4197","4452"
"18.09.2020 10:00 - 18.09.2020 11:00","5123","4928","5030","n/e","n/e","n/e","3894","4326","4487"
"18.09.2020 11:00 - 18.09.2020 12:00","5549","5438","5566","n/e","n/e","n/e","3967","4466","4552"
"18.09.2020 12:00 - 18.09.2020 13:00","5583","5550","5606","n/e","n/e","n/e","4039","4610","4635"
"18.09.2020 13:00 - 18.09.2020 14:00","5112","5150","5222","n/e","n/e","n/e","3858","4458","4399"
"18.09.2020 14:00 - 18.09.2020 15:00","4346","4214","4367","n/e","n/e","n/e","3678","4310","4175"
"18.09.2020 15:00 - 18.09.2020 16:00","3256","3019","3228","n/e","n/e","n/e","3497","4165","3959"
"18.09.2020 16:00 - 18.09.2020 17:00","1744","1639","1746","n/e","n/e","n/e","3673","4275","4030"
"18.09.2020 17:00 - 18.09.2020 18:00","458","429","448","n/e","n/e","n/e","3850","4385","4105"
"18.09.2020 18:00 - 18.09.2020 19:00","1","1","1","n/e","n/e","n/e","4027","4497","4184"
"18.09.2020 19:00 - 18.09.2020 20:00","0","0","0","n/e","n/e","n/e","4583","4995","4783"
"18.09.2020 20:00 - 18.09.2020 21:00","0","0","0","n/e","n/e","n/e","5138","5492","5382"
"18.09.2020 21:00 - 18.09.2020 22:00","0","0","0","n/e","n/e","n/e","5694","5990","5984"
"18.09.2020 22:00 - 18.09.2020 23:00","0","N/A","0","n/e","n/e","n/e","5230","N/A","5385"
"18.09.2020 23:00 - 19.09.2020 00:00","0","N/A","0","n/e","n/e","n/e","5071","N/A","5221"
"19.09.2020 00:00 - 19.09.2020 01:00","0","N/A","0","n/e","n/e","n/e","4909","N/A","5057"
"19.09.2020 01:00 - 19.09.2020 02:00","0","N/A","0","n/e","n/e","n/e","4763","N/A","4929"
"19.09.2020 02:00 - 19.09.2020 03:00","0","N/A","0","n/e","n/e","n/e","4617","N/A","4801"
"19.09.2020 03:00 - 19.09.2020 04:00","0","N/A","0","n/e","n/e","n/e","4472","N/A","4676"
"19.09.2020 04:00 - 19.09.2020 05:00","0","N/A","0","n/e","n/e","n/e","4300","N/A","4148"
"19.09.2020 05:00 - 19.09.2020 06:00","0","0","0","n/e","n/e","n/e","4127","3621","3621"
"19.09.2020 06:00 - 19.09.2020 07:00","42","50","50","n/e","n/e","n/e","3955","3318","3318"
"19.09.2020 07:00 - 19.09.2020 08:00","725","834","834","n/e","n/e","n/e","3556","3030","3030"
"19.09.2020 08:00 - 19.09.2020 09:00","2027","2213","2131","n/e","n/e","n/e","3157","2745","2875"
"19.09.2020 09:00 - 19.09.2020 10:00","3177","3537","3273","n/e","n/e","n/e","2760","2465","2529"
"19.09.2020 10:00 - 19.09.2020 11:00","4042","4402","4152","n/e","n/e","n/e","2792","2390","2433"
"19.09.2020 11:00 - 19.09.2020 12:00","4536","5101","4493","n/e","n/e","n/e","2824","2321","2351"
"19.09.2020 12:00 - 19.09.2020 13:00","4463","5098","4624","n/e","n/e","n/e","2857","2251","2282"
"19.09.2020 13:00 - 19.09.2020 14:00","4336","4647","4311","n/e","n/e","n/e","2604","2346","2328"
"19.09.2020 14:00 - 19.09.2020 15:00","3749","3772","3680","n/e","n/e","n/e","2351","2441","2384"
"19.09.2020 15:00 - 19.09.2020 16:00","2748","2648","2613","n/e","n/e","n/e","2100","2537","2442"
"19.09.2020 16:00 - 19.09.2020 17:00","1523","1455","1445","n/e","n/e","n/e","2073","2444","2222"
"19.09.2020 17:00 - 19.09.2020 18:00","399","386","387","n/e","n/e","n/e","2047","2355","2005"
"19.09.2020 18:00 - 19.09.2020 19:00","1","1","1","n/e","n/e","n/e","2022","2269","1790"
"19.09.2020 19:00 - 19.09.2020 20:00","0","0","0","n/e","n/e","n/e","2080","2128","1767"
"19.09.2020 20:00 - 19.09.2020 21:00","0","0","0","n/e","n/e","n/e","2137","1989","1747"
"19.09.2020 21:00 - 19.09.2020 22:00","0","0","0","n/e","n/e","n/e","2194","1851","1729"
"19.09.2020 22:00 - 19.09.2020 23:00","0","N/A","0","n/e","n/e","n/e","1947","N/A","2006"
"19.09.2020 23:00 - 20.09.2020 00:00","0","N/A","0","n/e","n/e","n/e","1792","N/A","1791"
"20.09.2020 00:00 - 20.09.2020 01:00","0","N/A","0","n/e","n/e","n/e","1650","N/A","1581"
"20.09.2020 01:00 - 20.09.2020 02:00","0","N/A","0","n/e","n/e","n/e","1631","N/A","1622"
"20.09.2020 02:00 - 20.09.2020 03:00","0","N/A","0","n/e","n/e","n/e","1624","N/A","1671"
"20.09.2020 03:00 - 20.09.2020 04:00","0","N/A","0","n/e","n/e","n/e","1620","N/A","1725"
"20.09.2020 04:00 - 20.09.2020 05:00","0","N/A","0","n/e","n/e","n/e","1565","N/A","1611"
"20.09.2020 05:00 - 20.09.2020 06:00","0","0","0","n/e","n/e","n/e","1509","1488","1488"
"20.09.2020 06:00 - 20.09.2020 07:00","36","40","40","n/e","n/e","n/e","1454","1439","1439"
"20.09.2020 07:00 - 20.09.2020 08:00","673","708","708","n/e","n/e","n/e","1266","1224","1224"
"20.09.2020 08:00 - 20.09.2020 09:00","1894","1931","2283","n/e","n/e","n/e","1079","1014","877"
"20.09.2020 09:00 - 20.09.2020 10:00","3137","3005","3477","n/e","n/e","n/e","893","812","707"
"20.09.2020 10:00 - 20.09.2020 11:00","3979","3773","4183","n/e","n/e","n/e","870","798","702"
"20.09.2020 11:00 - 20.09.2020 12:00","4391","4148","4418","n/e","n/e","n/e","849","788","719"
"20.09.2020 12:00 - 20.09.2020 13:00","4570","4165","4314","n/e","n/e","n/e","828","780","742"
"20.09.2020 13:00 - 20.09.2020 14:00","4329","4036","3999","n/e","n/e","n/e","854","855","838"
"20.09.2020 14:00 - 20.09.2020 15:00","3751","3371","3473","n/e","n/e","n/e","883","933","935"
"20.09.2020 15:00 - 20.09.2020 16:00","2805","2678","2656","n/e","n/e","n/e","914","1014","1030"
"20.09.2020 16:00 - 20.09.2020 17:00","1651","1552","1578","n/e","n/e","n/e","1098","1285","1208"
"20.09.2020 17:00 - 20.09.2020 18:00","422","425","417","n/e","n/e","n/e","1283","1558","1387"
"20.09.2020 18:00 - 20.09.2020 19:00","1","0","0","n/e","n/e","n/e","1470","1832","1566"
"20.09.2020 19:00 - 20.09.2020 20:00","0","0","0","n/e","n/e","n/e","1527","1901","1710"
"20.09.2020 20:00 - 20.09.2020 21:00","0","0","0","n/e","n/e","n/e","1585","1970","1854"
"20.09.2020 21:00 - 20.09.2020 22:00","0","0","0","n/e","n/e","n/e","1642","2040","1999"
"20.09.2020 22:00 - 20.09.2020 23:00","0","N/A","0","n/e","n/e","n/e","1574","N/A","1524"
"20.09.2020 23:00 - 21.09.2020 00:00","0","N/A","0","n/e","n/e","n/e","1447","N/A","1402"
"21.09.2020 00:00 - 21.09.2020 01:00","0","N/A","0","n/e","n/e","n/e","1320","N/A","1282"
"21.09.2020 01:00 - 21.09.2020 02:00","0","N/A","0","n/e","n/e","n/e","1289","N/A","1232"
"21.09.2020 02:00 - 21.09.2020 03:00","0","N/A","0","n/e","n/e","n/e","1258","N/A","1183"
"21.09.2020 03:00 - 21.09.2020 04:00","0","N/A","0","n/e","n/e","n/e","1228","N/A","1135"
"21.09.2020 04:00 - 21.09.2020 05:00","0","N/A","0","n/e","n/e","n/e","1126","N/A","1049"
"21.09.2020 05:00 - 21.09.2020 06:00","0","0","0","n/e","n/e","n/e","1023","971","971"
"21.09.2020 06:00 - 21.09.2020 07:00","36","42","42","n/e","n/e","n/e","921","928","928"
"21.09.2020 07:00 - 21.09.2020 08:00","683","775","775","n/e","n/e","n/e","785","818","818"
"21.09.2020 08:00 - 21.09.2020 09:00","1840","2030","2278","n/e","n/e","n/e","648","706","690"
"21.09.2020 09:00 - 21.09.2020 10:00","2849","3146","3385","n/e","n/e","n/e","511","595","570"
"21.09.2020 10:00 - 21.09.2020 11:00","3568","3848","4032","n/e","n/e","n/e","479","558","538"
"21.09.2020 11:00 - 21.09.2020 12:00","3953","4232","4348","n/e","n/e","n/e","448","521","508"
"21.09.2020 12:00 - 21.09.2020 13:00","4086","4302","4149","n/e","n/e","n/e","416","486","481"
"21.09.2020 13:00 - 21.09.2020 14:00","3840","4081","3938","n/e","n/e","n/e","522","572","565"
"21.09.2020 14:00 - 21.09.2020 15:00","3281","3428","3308","n/e","n/e","n/e","627","659","652"
"21.09.2020 15:00 - 21.09.2020 16:00","2459","2610","2501","n/e","n/e","n/e","733","746","740"
"21.09.2020 16:00 - 21.09.2020 17:00","1379","1460","1410","n/e","n/e","n/e","836","842","833"
"21.09.2020 17:00 - 21.09.2020 18:00","355","363","353","n/e","n/e","n/e","940","938","927"
"21.09.2020 18:00 - 21.09.2020 19:00","0","0","0","n/e","n/e","n/e","1043","1034","1020"
"21.09.2020 19:00 - 21.09.2020 20:00","0","0","0","n/e","n/e","n/e","1212","1203","1264"
"21.09.2020 20:00 - 21.09.2020 21:00","0","0","0","n/e","n/e","n/e","1381","1373","1508"
"21.09.2020 21:00 - 21.09.2020 22:00","0","0","0","n/e","n/e","n/e","1550","1542","1752"
"21.09.2020 22:00 - 21.09.2020 23:00","0","N/A","0","n/e","n/e","n/e","1348","N/A","1346"
"21.09.2020 23:00 - 22.09.2020 00:00","0","N/A","0","n/e","n/e","n/e","1260","N/A","1264"
"22.09.2020 00:00 - 22.09.2020 01:00","0","N/A","0","n/e","n/e","n/e","1174","N/A","1182"
"22.09.2020 01:00 - 22.09.2020 02:00","0","N/A","0","n/e","n/e","n/e","1043","N/A","1084"
"22.09.2020 02:00 - 22.09.2020 03:00","0","N/A","0","n/e","n/e","n/e","913","N/A","987"
"22.09.2020 03:00 - 22.09.2020 04:00","0","N/A","0","n/e","n/e","n/e","783","N/A","891"
"22.09.2020 04:00 - 22.09.2020 05:00","0","N/A","0","n/e","n/e","n/e","762","N/A","854"
"22.09.2020 05:00 - 22.09.2020 06:00","0","0","0","n/e","n/e","n/e","742","823","823"
"22.09.2020 06:00 - 22.09.2020 07:00","22","25","25","n/e","n/e","n/e","722","787","787"
"22.09.2020 07:00 - 22.09.2020 08:00","589","560","560","n/e","n/e","n/e","681","716","716"
"22.09.2020 08:00 - 22.09.2020 09:00","1683","1579","1640","n/e","n/e","n/e","641","651","662"
"22.09.2020 09:00 - 22.09.2020 10:00","2632","2446","2501","n/e","n/e","n/e","602","591","623"
"22.09.2020 10:00 - 22.09.2020 11:00","3386","3219","3183","n/e","n/e","n/e","690","658","657"
"22.09.2020 11:00 - 22.09.2020 12:00","3788","3624","3543","n/e","n/e","n/e","779","735","701"
"22.09.2020 12:00 - 22.09.2020 13:00","3975","3668","3682","n/e","n/e","n/e","868","813","748"
"22.09.2020 13:00 - 22.09.2020 14:00","3860","3599","3466","n/e","n/e","n/e","1042","976","906"
"22.09.2020 14:00 - 22.09.2020 15:00","3279","3012","2945","n/e","n/e","n/e","1215","1139","1066"
"22.09.2020 15:00 - 22.09.2020 16:00","2458","2299","2253","n/e","n/e","n/e","1388","1303","1226"
"22.09.2020 16:00 - 22.09.2020 17:00","1343","1338","1336","n/e","n/e","n/e","1511","1396","1395"
"22.09.2020 17:00 - 22.09.2020 18:00","360","355","347","n/e","n/e","n/e","1635","1490","1565"
"22.09.2020 18:00 - 22.09.2020 19:00","0","0","0","n/e","n/e","n/e","1758","1583","1735"
"22.09.2020 19:00 - 22.09.2020 20:00","0","0","0","n/e","n/e","n/e","1911","1801","1871"
"22.09.2020 20:00 - 22.09.2020 21:00","0","0","0","n/e","n/e","n/e","2065","2019","2007"
"22.09.2020 21:00 - 22.09.2020 22:00","0","0","0","n/e","n/e","n/e","2218","2237","2143"
"22.09.2020 22:00 - 22.09.2020 23:00","0","N/A","0","n/e","n/e","n/e","2408","N/A","2320"
"22.09.2020 23:00 - 23.09.2020 00:00","0","N/A","0","n/e","n/e","n/e","2467","N/A","2419"
"23.09.2020 00:00 - 23.09.2020 01:00","0","N/A","0","n/e","n/e","n/e","2525","N/A","2518"
"23.09.2020 01:00 - 23.09.2020 02:00","0","N/A","0","n/e","n/e","n/e","2526","N/A","2582"
"23.09.2020 02:00 - 23.09.2020 03:00","0","N/A","0","n/e","n/e","n/e","2527","N/A","2645"
"23.09.2020 03:00 - 23.09.2020 04:00","0","N/A","0","n/e","n/e","n/e","2528","N/A","2709"
"23.09.2020 04:00 - 23.09.2020 05:00","0","N/A","0","n/e","n/e","n/e","2560","N/A","2829"
"23.09.2020 05:00 - 23.09.2020 06:00","0","0","0","n/e","n/e","n/e","2592","2877","2877"
"23.09.2020 06:00 - 23.09.2020 07:00","21","23","23","n/e","n/e","n/e","2624","3035","3035"
"23.09.2020 07:00 - 23.09.2020 08:00","648","724","724","n/e","n/e","n/e","2918","3253","3253"
"23.09.2020 08:00 - 23.09.2020 09:00","1871","2030","2319","n/e","n/e","n/e","3213","3478","3367"
"23.09.2020 09:00 - 23.09.2020 10:00","2991","3286","3599","n/e","n/e","n/e","3508","3704","3551"
"23.09.2020 10:00 - 23.09.2020 11:00","3946","4258","4493","n/e","n/e","n/e","3997","4209","3905"
"23.09.2020 11:00 - 23.09.2020 12:00","4683","4911","5088","n/e","n/e","n/e","4487","4716","4265"
"23.09.2020 12:00 - 23.09.2020 13:00","4911","5081","5224","n/e","n/e","n/e","4977","5223","4627"
"23.09.2020 13:00 - 23.09.2020 14:00","4698","4868","4813","n/e","n/e","n/e","5034","5364","4946"
"23.09.2020 14:00 - 23.09.2020 15:00","4005","4084","3934","n/e","n/e","n/e","5090","5506","5268"
"23.09.2020 15:00 - 23.09.2020 16:00","2949","3013","2808","n/e","n/e","n/e","5147","5650","5590"
"23.09.2020 16:00 - 23.09.2020 17:00","1522","1574","1461","n/e","n/e","n/e","5391","5577","5679"
"23.09.2020 17:00 - 23.09.2020 18:00","349","356","322","n/e","n/e","n/e","5634","5504","5768"
"23.09.2020 18:00 - 23.09.2020 19:00","0","0","0","n/e","n/e","n/e","5878","5432","5858"
"23.09.2020 19:00 - 23.09.2020 20:00","0","0","0","n/e","n/e","n/e","6255","5827","6101"
"23.09.2020 20:00 - 23.09.2020 21:00","0","0","0","n/e","n/e","n/e","6633","6223","6344"
"23.09.2020 21:00 - 23.09.2020 22:00","0","0","0","n/e","n/e","n/e","7010","6619","6588"
"23.09.2020 22:00 - 23.09.2020 23:00","0","N/A","0","n/e","n/e","n/e","7088","N/A","6434"
"23.09.2020 23:00 - 24.09.2020 00:00","0","N/A","0","n/e","n/e","n/e","7304","N/A","6616"
"24.09.2020 00:00 - 24.09.2020 01:00","0","N/A","0","n/e","n/e","n/e","7520","N/A","6798"
"24.09.2020 01:00 - 24.09.2020 02:00","0","N/A","0","n/e","n/e","n/e","6912","N/A","6295"
"24.09.2020 02:00 - 24.09.2020 03:00","0","N/A","0","n/e","n/e","n/e","6304","N/A","5793"
"24.09.2020 03:00 - 24.09.2020 04:00","0","N/A","0","n/e","n/e","n/e","5697","N/A","5291"
"24.09.2020 04:00 - 24.09.2020 05:00","0","N/A","0","n/e","n/e","n/e","5637","N/A","5181"
"24.09.2020 05:00 - 24.09.2020 06:00","0","0","0","n/e","n/e","n/e","5576","5223","5223"
"24.09.2020 06:00 - 24.09.2020 07:00","15","14","14","n/e","n/e","n/e","5516","5148","5148"
"24.09.2020 07:00 - 24.09.2020 08:00","585","573","573","n/e","n/e","n/e","6334","5638","5638"
"24.09.2020 08:00 - 24.09.2020 09:00","1704","1675","1687","n/e","n/e","n/e","7152","6141","5982"
"24.09.2020 09:00 - 24.09.2020 10:00","2594","2580","2702","n/e","n/e","n/e","7970","6657","6495"
"24.09.2020 10:00 - 24.09.2020 11:00","3244","3271","3382","n/e","n/e","n/e","8378","7126","6932"
"24.09.2020 11:00 - 24.09.2020 12:00","3542","3514","3793","n/e","n/e","n/e","8786","7605","7381"
"24.09.2020 12:00 - 24.09.2020 13:00","3496","3514","3750","n/e","n/e","n/e","9194","8086","7840"
"24.09.2020 13:00 - 24.09.2020 14:00","3188","3242","3504","n/e","n/e","n/e","8996","8240","8062"
"24.09.2020 14:00 - 24.09.2020 15:00","2671","2706","2648","n/e","n/e","n/e","8798","8399","8291"
"24.09.2020 15:00 - 24.09.2020 16:00","1895","1952","1949","n/e","n/e","n/e","8601","8562","8522"
"24.09.2020 16:00 - 24.09.2020 17:00","1090","1131","1104","n/e","n/e","n/e","8633","8487","8389"
"24.09.2020 17:00 - 24.09.2020 18:00","276","305","284","n/e","n/e","n/e","8666","8418","8258"
"24.09.2020 18:00 - 24.09.2020 19:00","0","0","0","n/e","n/e","n/e","8699","8350","8130"
"24.09.2020 19:00 - 24.09.2020 20:00","0","0","0","n/e","n/e","n/e","8707","8317","8112"
"24.09.2020 20:00 - 24.09.2020 21:00","0","0","0","n/e","n/e","n/e","8716","8285","8093"
"24.09.2020 21:00 - 24.09.2020 22:00","0","0","0","n/e","n/e","n/e","8725","8252","8075"
"24.09.2020 22:00 - 24.09.2020 23:00","0","N/A","0","n/e","n/e","n/e","8342","N/A","7902"
"24.09.2020 23:00 - 25.09.2020 00:00","0","N/A","0","n/e","n/e","n/e","8472","N/A","8277"
